query_image_path,utm_east,utm_north,reference_1_path,reference_1_distance,reference_1_utm_east,reference_1_utm_north,reference_2_path,reference_2_distance,reference_2_utm_east,reference_2_utm_north,reference_3_path,reference_3_distance,reference_3_utm_east,reference_3_utm_north
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552151.17@4183967.97@10@S@037.80160@-122.40760@47646407201@@@@@@20190419@@.jpg,552151.17,4183967.97,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552141.50@4183966.58@10@S@037.80159@-122.40771@cEX1RRbNfaV9mh-zVREdNg@@16@@@@201311@@.jpg,9.76939097391301,552141.5,4183966.58,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552149.42@4183967.74@10@S@037.80160@-122.40762@nLF-ms0eRqWP4g0n7_uG6A@@17@@@@201311@@.jpg,1.7650495743721852,552149.42,4183967.74,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552129.20@4183963.17@10@S@037.80156@-122.40785@BQAI7qZoohW1gXPW54xMXA@@23@@@@201305@@.jpg,22.488239148643228,552129.2,4183963.17
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552155.26@4181780.98@10@S@037.78189@-122.40771@48438982831@@@@@@20190802@@.jpg,552155.26,4181780.98,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552450.06@4182655.95@10@S@037.78976@-122.40430@MHYT6E_sM_YwKdEzItOKtQ@@200@@@@201311@@.jpg,923.298186340895,552450.06,4182655.95,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552330.33@4182791.66@10@S@037.79099@-122.40565@LtjcqU4LnbqIxVk0x6jZbg@@291@@@@201311@@.jpg,1025.7307479549986,552330.33,4182791.66,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552440.38@4182654.78@10@S@037.78975@-122.40441@EJPRlcZzFfhjuHBSpmDcGg@@200@@@@201311@@.jpg,919.1408240306116,552440.38,4182654.78
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552173.89@4182064.81@10@S@037.78444@-122.40747@42797924035@@@@@@20180729@@.jpg,552173.89,4182064.81,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552319.84@4182224.62@10@S@037.78588@-122.40581@-gvd3RchhpdhoL4TS3YH0Q@@223@@@@201311@@.jpg,216.4269821441039,552319.84,4182224.62,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0551689.06@4181570.44@10@S@037.78002@-122.41302@zvkYNR_BrlNcGo1Vq0mqdw@@18@@@@201311@@.jpg,692.4318203260664,551689.06,4181570.44,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0551872.82@4181756.89@10@S@037.78169@-122.41092@xdjRf5xe-RYfREoB2ta3PQ@@16@@@@201311@@.jpg,430.6481989977357,551872.82,4181756.89
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552185.62@4183547.56@10@S@037.79781@-122.40723@30858654017@@@@@@20181109@@.jpg,552185.62,4183547.56,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552198.72@4183550.86@10@S@037.79784@-122.40709@sqAntCGMXZErtArljD5abA@@291@@@@201303@@.jpg,13.509256086038215,552198.72,4183550.86,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552171.46@4183546.25@10@S@037.79780@-122.40740@pU8dego5pWY5B6WKlQayqg@@20@@@@201303@@.jpg,14.220467643543568,552171.46,4183546.25,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552210.86@4183580.89@10@S@037.79811@-122.40695@5PlFBsSp_LZfstsOAdqmJA@@218@@@@201311@@.jpg,41.8084501028739,552210.86,4183580.89
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552207.07@4183247.01@10@S@037.79510@-122.40701@40762472183@@@@@@20190429@@.jpg,552207.07,4183247.01,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552209.47@4183244.69@10@S@037.79508@-122.40699@jL7wNqMlCPALqjvh42iuSg@@20@@@@201305@@.jpg,3.3380233671042387,552209.47,4183244.69,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552075.22@4183450.22@10@S@037.79694@-122.40850@2-IbyQ8_JCJEIC5e1JiF_g@@50@@@@201311@@.jpg,242.23692245437724,552075.22,4183450.22,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552199.79@4183243.52@10@S@037.79507@-122.40710@ExAHH8DOHPCXmGLdvYU_PA@@20@@@@201305@@.jpg,8.073320258544289,552199.79,4183243.52
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552215.39@4179851.76@10@S@037.76450@-122.40716@8308705344@@@@@@20121225@@.jpg,552215.39,4179851.76,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0550782.23@4183246.86@10@S@037.79518@-122.42320@EQnNWGNyy9fDlzY_-XBXhA@@111@@@@201305@@.jpg,3685.193562840455,550782.23,4183246.86,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0551754.35@4177342.42@10@S@037.74191@-122.41258@MLIUYbOjbNAZAbTP3tPe9Q@@305@@@@201311@@.jpg,2551.341826803944,551754.35,4177342.42,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0550782.26@4183242.42@10@S@037.79514@-122.42320@0nGaFJCKUtSEpq_dB4Ceug@@111@@@@201305@@.jpg,3681.09179897772,550782.26,4183242.42
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552220.23@4177738.57@10@S@037.74545@-122.40726@3331598580@@@@@@20090305@@.jpg,552220.23,4177738.57,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552210.91@4177735.85@10@S@037.74543@-122.40737@Qnlm0Wv3lkmqmgb0DORZQA@@12@@@@201311@@.jpg,9.708800131716927,552210.91,4177735.85,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552216.18@4177738.11@10@S@037.74545@-122.40731@TMQdsbGGSq5JMnup3FKvLA@@15@@@@201311@@.jpg,4.07603974458051,552216.18,4177738.11,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552216.18@4177738.11@10@S@037.74545@-122.40731@TMQdsbGGSq5JMnup3FKvLA@@345@@@@201311@@.jpg,4.07603974458051,552216.18,4177738.11
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552221.77@4178497.17@10@S@037.75229@-122.40719@50713380902@@@@@@20201213@@.jpg,552221.77,4178497.17,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552215.80@4178493.69@10@S@037.75226@-122.40726@9tRZeR5YGXSQ5jM7kPjNVg@@55@@@@201311@@.jpg,6.910231544567575,552215.8,4178493.69,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552215.84@4178488.15@10@S@037.75221@-122.40726@MLEtLgOLbKqgzETImxPJfg@@25@@@@201311@@.jpg,10.794688508750196,552215.84,4178488.15,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552214.89@4178499.24@10@S@037.75231@-122.40727@s4b2HBHR9KZkx8oIJeE0Rg@@84@@@@201311@@.jpg,7.184657264010434,552214.89,4178499.24
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552225.54@4179445.40@10@S@037.76083@-122.40708@3419955741@@@@@@20090407@@.jpg,552225.54,4179445.4,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552230.90@4179446.88@10@S@037.76085@-122.40702@eL9JLravUtZsYU5DnI4jZg@@234@@@@201311@@.jpg,5.560575509764714,552230.9,4179446.88,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552230.87@4179452.43@10@S@037.76090@-122.40702@boEXdcS5uZr-2OrAtG6T2A@@234@@@@201311@@.jpg,8.822119926821426,552230.87,4179452.43,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552229.92@4179462.41@10@S@037.76099@-122.40703@thIZkCjA6EtbNSmd4YZ6IQ@@234@@@@201311@@.jpg,17.564865499293713,552229.92,4179462.41
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552237.98@4177900.01@10@S@037.74690@-122.40705@50760244083@@@@@@20201226@@.jpg,552237.98,4177900.01,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0546759.57@4172974.38@10@S@037.70281@-122.46955@z8VsnrJW69nRJcWI8_Rjjw@@239@@@@201312@@.jpg,7367.143749445864,546759.57,4172974.38,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552420.54@4174694.85@10@S@037.71801@-122.40521@RXmwFgdbb_rgvNTzapj83g@@350@@@@201312@@.jpg,3210.3549304084727,552420.54,4174694.85,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552424.96@4174692.66@10@S@037.71799@-122.40516@Fvx-CGB6qa25YONFsfniTA@@320@@@@201312@@.jpg,3212.7955961899606,552424.96,4174692.66
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552250.94@4179148.65@10@S@037.75816@-122.40681@13999565571@@@@@@20140425@@.jpg,552250.94,4179148.65,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552254.80@4179151.90@10@S@037.75819@-122.40677@kFqkRGk3_3xAGEImOLSkfA@@235@@@@201311@@.jpg,5.045998414663928,552254.8,4179151.9,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552255.71@4179147.46@10@S@037.75815@-122.40676@Ag-YkiXhDi_ELKzEGquJ1w@@235@@@@201311@@.jpg,4.916197717753498,552255.71,4179147.46,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552255.71@4179147.46@10@S@037.75815@-122.40676@Ag-YkiXhDi_ELKzEGquJ1w@@265@@@@201311@@.jpg,4.916197717753498,552255.71,4179147.46
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552255.32@4180499.21@10@S@037.77033@-122.40666@8149340632@@@@@@20121103@@.jpg,552255.32,4180499.21,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552178.16@4180404.08@10@S@037.76948@-122.40755@6uJi4UuO9_55EHKED__HYg@@338@@@@201311@@.jpg,122.48829535904972,552178.16,4180404.08,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552187.01@4180396.37@10@S@037.76941@-122.40745@XdTK3qpy8Xe7mI6OP1u7iQ@@339@@@@201311@@.jpg,123.45979790993132,552187.01,4180396.37,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552195.84@4180393.09@10@S@037.76938@-122.40735@TcFfE5ZMyzCVyW4ag9x_aA@@313@@@@201311@@.jpg,121.65247551949572,552195.84,4180393.09
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552255.77@4181858.95@10@S@037.78258@-122.40656@34709946352@@@@@@20170524@@.jpg,552255.77,4181858.95,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549500.45@4182489.01@10@S@037.78842@-122.43781@F6jo3S8M1NAvxlPC6zmdsQ@@320@@@@201312@@.jpg,2826.4401472523423,549500.45,4182489.01,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552306.28@4178535.32@10@S@037.75263@-122.40623@VqYYGJ4Nr4iS2k_m5fULeQ@@354@@@@201311@@.jpg,3324.0137841173814,552306.28,4178535.32,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0551784.49@4182919.13@10@S@037.79217@-122.41184@y33WZO6weJIJIonV0qmPlg@@49@@@@201311@@.jpg,1160.209666741057,551784.49,4182919.13
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552257.69@4183249.33@10@S@037.79511@-122.40644@49510243601@@@@@@20200209@@.jpg,552257.69,4183249.33,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552252.54@4183256.06@10@S@037.79518@-122.40650@8UZaAIy2Jt1yti-kwlK2TQ@@111@@@@201311@@.jpg,8.474396733620042,552252.54,4183256.06,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552253.44@4183252.74@10@S@037.79515@-122.40649@eLuetNhfmQlVtFMOORVe-w@@110@@@@201305@@.jpg,5.448908147603174,552253.44,4183252.74,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552247.28@4183251.59@10@S@037.79514@-122.40656@wOjFw5gZKeWMvHWQDCGYFQ@@81@@@@201305@@.jpg,10.65249735964504,552247.28,4183251.59
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552257.88@4183219.15@10@S@037.79484@-122.40644@47663589782@@@@@@20190427@@.jpg,552257.88,4183219.15,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552258.03@4183222.81@10@S@037.79488@-122.40644@c-DJN8aqPw_KNy0H2kJKwg@@260@@@@201311@@.jpg,3.6630724810052215,552258.03,4183222.81,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552258.01@4183226.14@10@S@037.79491@-122.40644@Cuv_CEWOWdVKEXOJK5Nbig@@199@@@@201311@@.jpg,6.991208765523025,552258.01,4183226.14,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552256.19@4183235.01@10@S@037.79499@-122.40646@mb3BDOYH7xg1MkClWLG7vQ@@171@@@@201311@@.jpg,15.949786832308098,552256.19,4183235.01
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552258.30@4179057.39@10@S@037.75733@-122.40673@14003173854@@@@@@20140425@@.jpg,552258.3,4179057.39,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552262.41@4179063.18@10@S@037.75739@-122.40669@jaNY7bZUEjeltyJ3Q-9CPg@@235@@@@201311@@.jpg,7.100436606316301,552262.41,4179063.18,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552262.43@4179058.74@10@S@037.75735@-122.40669@jg6LklXsQiZuiBskbBvEqg@@235@@@@201311@@.jpg,4.345043152868556,552262.43,4179058.74,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552263.38@4179048.76@10@S@037.75726@-122.40668@dR62ttpYoz69nREqDUM55g@@265@@@@201311@@.jpg,10.014154982108204,552263.38,4179048.76
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552265.61@4181612.81@10@S@037.78036@-122.40647@41542866744@@@@@@20180521@@.jpg,552265.61,4181612.81,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0553503.77@4181478.85@10@S@037.77909@-122.39242@ZHkQQg_Lhi2zTKPcLv_KmA@@195@@@@201305@@.jpg,1245.385670063724,553503.77,4181478.85,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0553717.44@4176663.73@10@S@037.73568@-122.39035@ZcDbKrF0qjwOPkiGGpl8TA@@257@@@@201311@@.jpg,5157.635426753292,553717.44,4176663.73,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0551117.56@4184542.66@10@S@037.80684@-122.41930@Kis6MYCxm7Z8RERK599IBg@@231@@@@201305@@.jpg,3146.750677286077,551117.56,4184542.66
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552276.35@4177878.40@10@S@037.74671@-122.40661@50865921677@@@@@@20210123@@.jpg,552276.35,4177878.4,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552276.13@4177871.63@10@S@037.74665@-122.40662@Wd29hsK7Cj4Qs6iWizYJHw@@309@@@@201311@@.jpg,6.773573650610135,552276.13,4177871.63,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552272.58@4177874.94@10@S@037.74668@-122.40666@bAqyfj9BTsHza5ZBKQVzgw@@308@@@@201311@@.jpg,5.117079245026664,552272.58,4177874.94,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552279.67@4177869.43@10@S@037.74663@-122.40658@xl01XFz4Qj0w80UrlFGtNQ@@301@@@@201311@@.jpg,9.564690271815111,552279.67,4177869.43
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552279.09@4183150.83@10@S@037.79423@-122.40620@31311273848@@@@@@20181008@@.jpg,552279.09,4183150.83,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552283.10@4183156.40@10@S@037.79428@-122.40616@E3leA099gWL11-orzl0_vw@@264@@@@201305@@.jpg,6.863308240069595,552283.1,4183156.4,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552276.07@4183155.24@10@S@037.79427@-122.40624@_cGPv76qLaMaj1hrQv0CKQ@@260@@@@201303@@.jpg,5.344950888588855,552276.07,4183155.24,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552276.94@4183156.36@10@S@037.79428@-122.40623@jzWP65FFos48JeTTyb5SCg@@263@@@@201305@@.jpg,5.933245317516715,552276.94,4183156.36
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552283.08@4183062.97@10@S@037.79343@-122.40616@32270195027@@@@@@20190225@@.jpg,552283.08,4183062.97,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552289.01@4183058.80@10@S@037.79340@-122.40610@N7HJe2IFxQInyQpEOuMwBQ@@101@@@@201311@@.jpg,7.249399975437259,552289.01,4183058.8,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552285.46@4183063.21@10@S@037.79344@-122.40614@J_-mavPJuF3pE3j_nEq-Ag@@120@@@@201311@@.jpg,2.392070233062971,552285.46,4183063.21,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552283.66@4183068.75@10@S@037.79349@-122.40616@DW8Wqc-ePCfjtoIGWB1b7Q@@110@@@@201311@@.jpg,5.80902745713238,552283.66,4183068.75
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552316.57@4182962.00@10@S@037.79252@-122.40579@50940461597@@@@@@20210213@@.jpg,552316.57,4182962.0,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552339.83@4182958.15@10@S@037.79249@-122.40553@ZsKTLQdtK1G46AbjnJCqXg@@260@@@@201311@@.jpg,23.576473442844467,552339.83,4182958.15,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552335.43@4182958.12@10@S@037.79249@-122.40558@G0S1yHX2vO3xJ0cGjUwQug@@261@@@@201305@@.jpg,19.25497338359617,552335.43,4182958.12,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552346.86@4182960.41@10@S@037.79251@-122.40545@sRmeObl3zyPf9kNrw5sakA@@261@@@@201305@@.jpg,30.331702886613257,552346.86,4182960.41
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552316.80@4183368.09@10@S@037.79618@-122.40576@47333290671@@@@@@20190310@@.jpg,552316.8,4183368.09,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552312.61@4183362.96@10@S@037.79614@-122.40581@YmxUAvSQzfyoeywq21kIwg@@80@@@@201311@@.jpg,6.623669677705904,552312.61,4183362.96,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552322.29@4183364.13@10@S@037.79615@-122.40570@7-adSV2jeKoAT5JsqC3x1g@@80@@@@201311@@.jpg,6.769172770701211,552322.29,4183364.13,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552278.31@4183357.20@10@S@037.79609@-122.40620@rfiL4hg3u_Yw4FGbbKV9qQ@@80@@@@201311@@.jpg,40.00090248971866,552278.31,4183357.2
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552330.55@4182785.00@10@S@037.79093@-122.40564@43120216085@@@@@@20180814@@.jpg,552330.55,4182785.0,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552332.14@4182782.79@10@S@037.79091@-122.40563@CbRB9qOfegLwy9DS_V-Hxw@@322@@@@201311@@.jpg,2.722535582821956,552332.14,4182782.79,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552333.08@4182773.92@10@S@037.79083@-122.40562@ljbd6jg9uzobIjW-zaX5Cw@@323@@@@201311@@.jpg,11.36517927712552,552333.08,4182773.92,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552330.33@4182791.66@10@S@037.79099@-122.40565@LtjcqU4LnbqIxVk0x6jZbg@@321@@@@201311@@.jpg,6.663632643087685,552330.33,4182791.66
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552334.51@4182757.73@10@S@037.79068@-122.40560@49885578907@@@@@@20200512@@.jpg,552334.51,4182757.73,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552335.87@4182750.64@10@S@037.79062@-122.40559@RCin7tVMIfJQRzAYZa_4Gg@@296@@@@201311@@.jpg,7.219258964592489,552335.87,4182750.64,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552328.85@4182747.27@10@S@037.79059@-122.40567@gEBsFzJoP8VS_BLrYiABaw@@351@@@@201305@@.jpg,11.89315769674268,552328.85,4182747.27,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552335.87@4182750.64@10@S@037.79062@-122.40559@RCin7tVMIfJQRzAYZa_4Gg@@326@@@@201311@@.jpg,7.219258964592489,552335.87,4182750.64
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552338.14@4182753.98@10@S@037.79065@-122.40556@48058820486@@@@@@20190614@@.jpg,552338.14,4182753.98,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552334.95@4182757.29@10@S@037.79068@-122.40560@POx12YMkknriKbOePf9ohg@@263@@@@201311@@.jpg,4.596977267809375,552334.95,4182757.29,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552552.23@4183202.49@10@S@037.79468@-122.40310@A7dqawHpZQDFL_peVD3Txw@@110@@@@201305@@.jpg,496.9866680306457,552552.23,4183202.49,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552774.09@4183342.61@10@S@037.79593@-122.40057@tsB8rEdQKKY1iOqXqiNyfw@@261@@@@201305@@.jpg,732.4873237127233,552774.09,4183342.61
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552342.92@4183580.29@10@S@037.79809@-122.40545@47549868332@@@@@@20190414@@.jpg,552342.92,4183580.29,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549624.11@4183009.01@10@S@037.79310@-122.43637@kxebeUFUEmLQXNaePgJq-Q@@199@@@@201312@@.jpg,2778.18081745962,549624.11,4183009.01,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552462.68@4183714.53@10@S@037.79930@-122.40408@sB0l2D4EfQ5O2vF-0bHBfg@@317@@@@201311@@.jpg,179.89673482289004,552462.68,4183714.53,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552115.25@4184079.58@10@S@037.80261@-122.40800@qqiH9UVT8AlfVT1GzcRZHw@@320@@@@201311@@.jpg,548.7477863281603,552115.25,4184079.58
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552347.11@4180608.86@10@S@037.77131@-122.40561@51536879992@@@@@@20211001@@.jpg,552347.11,4180608.86,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0550779.31@4181436.08@10@S@037.77886@-122.42336@Pz3Dq8JzmS_CjlbGbtCZjw@@111@@@@201311@@.jpg,1772.6504924547648,550779.31,4181436.08,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0546377.40@4176195.36@10@S@037.73186@-122.47368@iSxirMOJK3Kqv_wo48V2FA@@239@@@@201311@@.jpg,7424.043354810069,546377.4,4176195.36,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0546370.33@4176198.65@10@S@037.73189@-122.47376@yDcRcO4SlG0F36Pep7LnnA@@238@@@@201311@@.jpg,7427.775670582681,546370.33,4176198.65
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552384.77@4175414.04@10@S@037.72449@-122.40556@20246335646@@@@@@20150804@@.jpg,552384.77,4175414.04,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552378.94@4175415.78@10@S@037.72451@-122.40563@Hr8-3UGR-U46pt9nZlTBVA@@191@@@@201312@@.jpg,6.084118670771148,552378.94,4175415.78,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552378.94@4175415.78@10@S@037.72451@-122.40563@Hr8-3UGR-U46pt9nZlTBVA@@161@@@@201312@@.jpg,6.084118670771148,552378.94,4175415.78,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552384.22@4175416.92@10@S@037.72452@-122.40557@dr3fMfGogBkTYxh5AXBsIw@@167@@@@201312@@.jpg,2.932047066369756,552384.22,4175416.92
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552445.41@4175732.20@10@S@037.72735@-122.40485@13979734786@@@@@@20140425@@.jpg,552445.41,4175732.2,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552445.69@4175729.09@10@S@037.72733@-122.40485@ZjonohVYXHnAn-6xTLyQQA@@341@@@@201312@@.jpg,3.122579062575657,552445.69,4175729.09,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552445.69@4175729.09@10@S@037.72733@-122.40485@ZjonohVYXHnAn-6xTLyQQA@@11@@@@201312@@.jpg,3.122579062575657,552445.69,4175729.09,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552452.73@4175731.36@10@S@037.72735@-122.40477@NH5VuPpGD2dx8aglMe3DRQ@@340@@@@201312@@.jpg,7.368039087829412,552452.73,4175731.36
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0552496.07@4180727.86@10@S@037.77238@-122.40391@8437122084@@@@@@20130202@@.jpg,552496.07,4180727.86,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552487.88@4180727.81@10@S@037.77238@-122.40401@8TkPvB-onRaj7LGeL7pUaQ@@255@@@@201311@@.jpg,8.190152623673509,552487.88,4180727.81,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552492.26@4180732.28@10@S@037.77242@-122.40396@8TSrK9hQFOKkctmtlDWXvA@@255@@@@201311@@.jpg,5.835451996107936,552492.26,4180732.28,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552495.76@4180735.63@10@S@037.77245@-122.40392@tkoiqTU5bv8ln-QcsqOTtg@@256@@@@201311@@.jpg,7.776181582258218,552495.76,4180735.63
